Price,Adj Close,Close,High,Low,Open,Volume
Ticker,KRNY,KRNY,KRNY,KRNY,KRNY,KRNY
Date,,,,,,
2024-11-27,7.929999828338623,7.929999828338623,8.229999542236328,7.920000076293945,8.149999618530273,269108
