Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BPYPP,BPYPP,BPYPP,BPYPP,BPYPP,BPYPP
Date,,,,,,
2024-05-28,14.699999809265137,14.699999809265137,15.0,14.5,14.6899995803833,14700
2024-05-29,14.550000190734863,14.550000190734863,14.699999809265137,14.369999885559082,14.699999809265137,6300
2024-05-30,14.680000305175781,14.680000305175781,14.890000343322754,14.460000038146973,14.460000038146973,5400
2024-05-31,14.949999809265137,14.949999809265137,15.199999809265137,14.710000038146973,14.710000038146973,17200
2024-06-03,14.609999656677246,14.609999656677246,14.925000190734863,14.520000457763672,14.899999618530273,6600
2024-06-04,14.545000076293945,14.545000076293945,14.770000457763672,14.428000450134277,14.770000457763672,6900
2024-06-05,14.609999656677246,14.609999656677246,14.680000305175781,14.229999542236328,14.5,9700
2024-06-06,14.800000190734863,14.800000190734863,14.899999618530273,14.710000038146973,14.819999694824219,7900
2024-06-07,14.75,14.75,14.8100004196167,14.579999923706055,14.8100004196167,8900
2024-06-10,14.4399995803833,14.4399995803833,14.979999542236328,14.4399995803833,14.930000305175781,12300
2024-06-11,14.359999656677246,14.359999656677246,14.539999961853027,14.300000190734863,14.510000228881836,9600
2024-06-12,14.59000015258789,14.59000015258789,14.789999961853027,14.300000190734863,14.480999946594238,17000
2024-06-13,14.864999771118164,14.864999771118164,15.5,14.75,14.970000267028809,21500
2024-06-14,14.640000343322754,14.640000343322754,14.699999809265137,14.520000457763672,14.5600004196167,4700
2024-06-17,14.545000076293945,14.545000076293945,14.699999809265137,14.479999542236328,14.699999809265137,5700
2024-06-18,14.579999923706055,14.579999923706055,14.779999732971191,14.5,14.600000381469727,8900
2024-06-20,14.598999977111816,14.598999977111816,14.760000228881836,14.5,14.760000228881836,13700
2024-06-21,14.539999961853027,14.539999961853027,14.71500015258789,14.489999771118164,14.71500015258789,2800
2024-06-24,14.664999961853027,14.664999961853027,14.699999809265137,14.510000228881836,14.5600004196167,9700
2024-06-25,14.539999961853027,14.539999961853027,14.779000282287598,14.520999908447266,14.736000061035156,5500
2024-06-26,14.545000076293945,14.545000076293945,14.720000267028809,14.479999542236328,14.520000457763672,7600
2024-06-27,14.300000190734863,14.300000190734863,14.510000228881836,14.295000076293945,14.510000228881836,5800
2024-06-28,14.199999809265137,14.199999809265137,14.880000114440918,14.149999618530273,14.289999961853027,19200
2024-07-01,14.210000038146973,14.210000038146973,14.710000038146973,14.210000038146973,14.4399995803833,7700
2024-07-02,14.545000076293945,14.545000076293945,14.545000076293945,14.359999656677246,14.5,5400
2024-07-03,14.59000015258789,14.59000015258789,14.770000457763672,14.270000457763672,14.630000114440918,9800
2024-07-05,14.67300033569336,14.67300033569336,14.699999809265137,14.53499984741211,14.600000381469727,4800
2024-07-08,14.649999618530273,14.649999618530273,14.817000389099121,14.649999618530273,14.817000389099121,5200
2024-07-09,14.449999809265137,14.449999809265137,14.670000076293945,14.444000244140625,14.520000457763672,15000
