Price,Adj Close,Close,High,Low,Open,Volume
Ticker,HSMV,HSMV,HSMV,HSMV,HSMV,HSMV
Date,,,,,,
2024-11-27,38.69660186767578,38.69660186767578,38.981300354003906,38.69660186767578,38.981300354003906,1047
