,Forecast,Lower CI,Upper CI
2024-11-28,335.3776625221387,323.9586433530618,346.79668169121555
2024-11-29,344.1110660721352,328.4031137794924,359.819018364778
2024-12-02,352.13867377311567,332.8549069341187,371.42244061211267
2024-12-03,343.8203921728338,321.4022987184054,366.2384856272622
2024-12-04,339.5219621785725,314.25969597288565,364.78422838425934
2024-12-05,347.9699400705136,320.0788502776755,375.8610298633517
2024-12-06,356.9884524717972,326.6386710179745,387.3382339256199
2024-12-09,356.75834704449056,324.0901312304035,389.42656285857765
2024-12-10,358.94561932308,324.0780306592243,393.8132079869357
2024-12-11,355.7806607129158,318.8169102536641,392.7444111721675
2024-12-12,351.39508770621904,312.42604356260597,390.3641318498321
2024-12-13,347.95031313689503,307.05692482912093,388.84370144466914
2024-12-16,341.8777867779975,299.13283462444684,384.6227389315482
2024-12-17,345.0124994792632,300.48190328853565,389.5430956699908
2024-12-18,357.5536821861033,311.29751037688584,403.80985399532074
2024-12-19,361.1995828316176,312.25857193422826,410.1405937290069
2024-12-20,372.66204914059614,321.228033318546,424.09606496264627
2024-12-23,385.0059565767495,331.1532479954631,438.8586651580359
2024-12-24,374.29507873564523,318.1021263796962,430.4880310915943
2024-12-25,372.1929831110214,313.73226229096656,430.6537039310763
2024-12-26,383.26082574179304,322.60014344171793,443.92150804186815
2024-12-27,392.3576492734967,329.5604210967585,455.1548774502349
2024-12-30,396.6759676028234,331.8015597645555,461.55037544109126
2024-12-31,399.0005040258855,332.10454471402056,465.89646333775045
2025-01-01,395.93023451614937,327.0649036559483,464.79556537635045
2025-01-02,391.1728824152448,320.3871798226319,461.9585850078578
2025-01-03,394.58152889456056,321.9215217930274,467.2415359960937
2025-01-06,385.58566181327836,311.09471275574924,460.0766108708075
2025-01-07,389.2472696797533,312.96624601758697,465.5282933419196
2025-01-08,403.36455029309326,325.33201638567607,481.39708420051045
2025-01-09,408.15304338352684,327.1652953317818,489.14079143527186
2025-01-10,422.8720422340867,339.10553158830965,506.6385528798637
2025-01-13,439.08017267050246,352.57703198318757,525.5833133578174
2025-01-14,425.6656451608581,336.48104264215414,514.850247679562
2025-01-15,424.03391560850037,332.22199644311047,515.8458347738903
2025-01-16,424.1512619848946,329.7656472683529,518.5368767014363
2025-01-17,433.36563681098744,336.4588509154829,530.272422706492
2025-01-20,440.55728481126806,341.18044717521855,539.9341224473176
2025-01-21,444.46731000706933,342.6699291221253,546.2646908920134
2025-01-22,441.06363420379625,336.89348559228574,545.2337828153068
2025-01-23,437.22724712794474,330.7303122439465,543.724182011943
2025-01-24,441.27458092602996,332.4950304046333,550.0541314474266
2025-01-27,431.70192160448283,320.6821302978317,542.721712911134
2025-01-28,433.8367327410315,320.61731710443746,547.0561483776255
2025-01-29,440.92479465725813,325.5446654111759,556.3049239033404
2025-01-30,444.53114811191716,325.59551799896707,563.4667782248673
2025-01-31,456.0708182095212,333.76647765785793,578.3751587611845
2025-02-03,468.14898214020315,342.5113918972158,593.7865723831906
2025-02-04,457.41591602090216,328.49756575566397,586.3342662861403
2025-02-05,454.7274462000094,322.5814026948002,586.8734897052186
2025-02-06,461.62425118916366,326.30450246871453,596.9439999096128
2025-02-07,470.7305228783611,332.29110462478775,609.1699411319345
2025-02-10,474.4073607515391,332.9018142418878,615.9129072611904
2025-02-11,477.1645070232562,332.6454790166906,621.6835350298218
2025-02-12,473.96227471372407,326.48123644894525,621.443312978503
2025-02-13,469.60590368177265,319.2129599758489,619.9988473876964
2025-02-14,470.9349787028402,317.67874560065076,624.1912118050298
2025-02-17,462.7343503471278,306.66188451711366,618.806816177142
2025-02-18,465.76081676824634,306.9175836469642,624.6040498895285
2025-02-19,477.23570943618387,315.66558008346624,638.8058387889015
2025-02-20,481.2888777015283,316.0484845908135,646.5292708122431
2025-02-21,493.9693976465516,325.19298656567094,662.7458087274323
2025-02-24,507.65088836894165,335.3733631885234,679.9284135493599
2025-02-25,495.941383098888,320.2090976378114,671.6736685599647
2025-02-26,493.8350185111428,314.69483260737036,672.9752044149152
2025-02-27,499.62738768280843,317.1268597262726,682.1279156393443
2025-02-28,508.77018611602347,322.9569513826128,694.5834208494341
2025-03-03,513.949232475748,324.8706031435577,703.0278618079383
2025-03-04,516.9859259413568,324.6885880393047,709.2832638434088
2025-03-05,513.7535360963127,318.2833293728258,709.2237428197996
2025-03-06,509.4549984678142,310.8567603569236,708.0532365787049
2025-03-07,512.4708209500365,310.7882803912101,714.1533615088629
2025-03-10,503.50316080324,298.7788705812084,708.2274510252716
2025-03-11,506.41306399470903,298.68836265576465,714.1377653336534
2025-03-12,517.1545400891356,306.46953638697767,727.8395437912935
2025-03-13,521.2875657502633,306.66998373459927,735.9051477659273
2025-03-14,534.2253562208671,315.8027528868001,752.647959554934
2025-03-17,548.1562849152409,325.95572093266657,770.3568488978153
2025-03-18,536.239741996821,310.30079812504925,762.1786858685927
2025-03-19,534.0771703062494,304.44070626874657,763.7136343437522
2025-03-20,538.3932565458317,305.10156642827957,771.6849466633839
2025-03-21,547.546383961335,310.64250875168244,784.4502591709875
2025-03-24,552.8415442967155,312.36881002012353,793.3142785733074
2025-03-25,556.0652182023996,312.0668735919354,800.0635628128638
2025-03-26,552.7871048752448,305.3060458235934,800.2681639268962
2025-03-27,548.6205693150822,297.6991317275184,799.542006902646
2025-03-28,551.3595324214099,297.0393393726143,805.6797254702055
2025-03-31,542.4727054751713,284.794557267318,800.1508536830247
2025-04-01,545.1684016918347,284.1721996712443,806.1646037124251
2025-04-02,554.967712987911,290.69240979962524,819.2430161761968
