,Forecast,Lower CI,Upper CI
2024-11-28,136.69979612897308,135.03962095560496,138.3599713023412
2024-11-29,133.05248478484475,130.76559877163223,135.33937079805727
2024-12-02,129.5306828266663,126.7172299975683,132.3441356557643
2024-12-03,132.92228235152328,129.6893318637084,136.15523283933817
2024-12-04,131.35668610259503,127.70261025566538,135.0107619495247
2024-12-05,132.20797160081338,127.94014774469038,136.4757954569364
2024-12-06,127.84041058346928,123.03245982062742,132.64836134631113
2024-12-09,124.17648641713905,118.88402389111178,129.4689489431663
2024-12-10,128.04574816794064,122.30814123217802,133.7833551037033
2024-12-11,126.62902757493038,120.46988031568328,132.78817483417745
2024-12-12,127.61294308314464,120.79415622208782,134.43172994420146
2024-12-13,123.33755914125726,115.92942245330414,130.74569582921038
2024-12-16,118.91486360619393,110.95207627119976,126.87765094118811
2024-12-17,121.58461282367988,113.10893160041434,130.06029404694542
2024-12-18,120.06542791114065,111.09179654099273,129.03905928128856
2024-12-19,121.14170944495508,111.34860088096764,130.93481800894253
2024-12-20,117.06136443539597,106.52607861263161,127.59665025816034
2024-12-23,113.18892591727248,101.94990822649902,124.42794360804595
2024-12-24,116.48011024691334,104.58552717928616,128.3746933145405
2024-12-25,114.97553445735731,102.4405863330586,127.51048258165602
2024-12-26,115.94399630779593,102.56579525499575,129.3221973605961
2024-12-27,111.70234141996634,97.53721291867029,125.8674699212624
2024-12-30,107.73633397882682,92.820381366617,122.65228659103664
2024-12-31,111.04324876802663,95.41566757348106,126.6708299625722
2025-01-01,109.56540270100199,93.24498478403478,125.88582061796919
2025-01-02,110.5721604610805,93.35312955195812,127.79119137020288
2025-01-03,106.36767669289334,88.30330284955532,124.43205053623136
2025-01-06,102.26820386838365,83.38946281979625,121.14694491697105
2025-01-07,105.34438381766789,85.68929790045338,124.9994697348824
2025-01-08,103.84373472258216,83.42871986328723,124.25874958187708
2025-01-09,104.86348824270257,83.48363066063888,126.24334582476627
2025-01-10,100.69170534395701,78.39687400798206,122.98653667993196
2025-01-13,96.71338598812184,73.53311515861577,119.89365681762791
2025-01-14,99.93607048729957,75.90709475975561,123.96504621484354
2025-01-15,98.44097337133825,73.57917788840155,123.30276885427494
2025-01-16,99.43858009567079,73.56664342907366,125.31051676226791
2025-01-17,95.23206192393289,68.39467872321481,122.06944512465097
2025-01-20,91.22121589808208,63.446407630285194,118.99602416587896
2025-01-21,94.42915805242987,65.75099333734873,123.10732276751101
2025-01-22,92.93848771617294,63.373082406955774,122.50389302539011
2025-01-23,93.94608357317131,63.32122845400184,124.57093869234077
2025-01-24,89.75086401780892,58.108922211819,121.39280582379885
2025-01-27,85.71849405836561,53.08553474512469,118.35145337160652
2025-01-28,88.88420009977811,55.29300087673933,122.4753993228169
2025-01-29,87.3886431363498,52.854452669282665,121.92283360341693
2025-01-30,88.39750851530178,52.75513704588104,124.03987998472252
2025-01-31,84.20715949281815,47.496568890770305,120.917750094866
2025-02-03,80.20051110810893,42.44657793118658,117.95444428503127
2025-02-04,83.39928407469644,44.633455942226135,122.16511220716674
2025-02-05,81.90537820506728,42.142468137305734,121.66828827282882
2025-02-06,82.90986448062436,41.994833404466675,123.82489555678205
2025-02-07,78.71229845542966,36.6828007103368,120.74179620052251
2025-02-10,74.69632903333952,31.576155348183015,117.81650271849603
2025-02-11,77.88828434782575,33.7075181144582,122.0690505811933
2025-02-12,76.39502308314118,31.168184924738533,121.62186124154383
2025-02-13,77.4019455535219,30.979401872045003,123.8244892349988
2025-02-14,73.20740927960892,25.625145994781313,120.78967256443653
2025-02-17,69.18846227817389,20.4691927899625,117.90773176638527
2025-02-18,72.37318516676903,22.54595188563583,122.20041844790224
2025-02-19,70.87891351672569,19.95776039637765,121.80006663707373
2025-02-20,71.88578313203719,19.726723630152904,124.04484263392148
2025-02-21,67.6918091438091,14.329254684506509,121.05436360311168
2025-02-24,63.67813015859569,9.133932975589637,118.22232734160175
2025-02-25,66.87003780703601,11.17224743735374,122.56782817671828
2025-02-26,65.37620354192772,8.5385041451472,122.21390293870824
2025-02-27,66.38224407648568,8.266280192253028,124.49820796071833
2025-02-28,62.18682506494448,2.8255949777460287,121.54805515214292
2025-03-03,58.17072968509805,-2.414697926318283,118.75615729651439
2025-03-04,61.36046640500223,-0.42202856009196665,123.14296137009643
2025-03-05,59.86670214814525,-3.099498446353792,122.8329027426443
2025-03-06,60.873307896640696,-3.4105547511671546,125.15717054444855
2025-03-07,56.67864194408518,-8.891087857678308,122.24837174584866
2025-03-10,52.66227114386078,-14.172984363194502,119.49752665091606
2025-03-11,55.85089093757674,-12.223566607751088,123.92534848290458
2025-03-12,54.35692543164645,-14.943712025848278,123.65756288914119
2025-03-13,55.36345263877468,-15.293106763030629,126.02001204057999
2025-03-14,51.16880275530883,-20.812990830307086,123.15059634092475
2025-03-17,47.15347038994501,-26.13385619977661,120.44079697966663
2025-03-18,50.343596232049784,-24.223691661251713,124.91088412535129
2025-03-19,48.84973854887398,-26.984787470117375,124.68426456786534
2025-03-20,49.85611708969192,-27.37147286362446,127.0837070430083
2025-03-21,45.66118956621667,-32.929777462641404,124.25215659507475
