,Forecast,Lower CI,Upper CI
2024-11-28,205.68914317227015,202.93347207800826,208.44481426653203
2024-11-29,205.55848232498278,201.6897476841085,209.42721696585704
2024-12-02,205.55711576578202,200.8511829354416,210.26304859612242
2024-12-03,205.60346490393792,200.2041822217946,211.00274758608123
2024-12-04,205.89736433730954,199.89685344281517,211.8978752318039
2024-12-05,205.95241962771172,199.41600499507314,212.4888342603503
2024-12-06,205.73878041143567,198.71573174482285,212.7618290780485
2024-12-09,205.57927655396796,198.10833164286382,213.0502214650721
2024-12-10,205.5942495995399,197.7067939478645,213.4817052512153
2024-12-11,205.3845429707633,197.1065915749725,213.6624943665541
2024-12-12,205.60414438167354,196.957651828529,214.25063693481806
2024-12-13,205.46558923975468,196.46935602455514,214.46182245495422
2024-12-16,205.851098225651,196.52142077327105,215.18077567803093
2024-12-17,205.68651219546592,196.03766292979043,215.33536146114142
2024-12-18,205.41356087210232,195.45815147130045,215.3689702729042
2024-12-19,205.5773326029756,195.32659451973777,215.8280706862134
2024-12-20,205.48315729941905,194.94716217525192,216.01915242358618
2024-12-23,205.55330889392067,194.7411443459024,216.36547344193895
2024-12-24,205.48672062153963,194.40663226341462,216.56680897966464
2024-12-25,205.33364690041427,193.99315439232652,216.67413940850201
2024-12-26,205.60032611839293,194.00631894911797,217.1943332876679
2024-12-27,205.75019189060978,193.9090091394784,217.59137464174117
2024-12-30,205.8360956532489,193.75359294358972,217.91859836290806
2024-12-31,205.62619648300722,193.30780258984154,217.9445903761729
2025-01-01,205.45774036706854,192.908505391091,218.00697534304607
2025-01-02,205.73343477770055,192.95807138683762,218.5087981685635
2025-01-03,205.86493304984947,192.86785197928762,218.86201412041132
2025-01-06,205.91781897663788,192.70315974082135,219.1324782124544
2025-01-07,205.77713228723957,192.34878987378016,219.20547470069897
2025-01-08,205.8220858059979,192.18373397808062,219.46043763391515
2025-01-09,205.79831487130372,191.97001045779803,219.6266192848094
2025-01-10,205.79594233598178,191.7802694857423,219.81161518622125
2025-01-13,205.84847191651,191.64791146403547,220.0490323689845
2025-01-14,205.96632073826223,191.5832569411153,220.34938453540914
2025-01-15,206.06046871506024,191.4971953912731,220.62374203884738
2025-01-16,206.22501606275156,191.48374219505948,220.96628993044365
2025-01-17,206.11932800069147,191.2021828655851,221.03647313579785
2025-01-20,206.02151761326027,190.93055548534468,221.11247974117586
2025-01-21,206.17265695453466,190.9098614302981,221.43545247877123
2025-01-22,206.08208981768107,190.64937779732134,221.5148018380408
2025-01-23,206.02499608224645,190.42422144352588,221.625770720967
2025-01-24,206.43527542984273,190.66823242391754,222.20231843576792
2025-01-27,206.722348514695,190.79077491039033,222.65392211899967
2025-01-28,206.74926663939772,190.6548466393899,222.84368663940555
2025-01-29,206.84700633769083,190.59137328744396,223.1026393879377
2025-01-30,207.14987693663852,190.73461584466443,223.5651380286126
2025-01-31,206.98582653096653,190.41247641698638,223.5591766449467
2025-02-03,207.00159437011288,190.27165045595507,223.7315382842707
2025-02-04,207.0407540006852,190.15566975722257,223.92583824414785
2025-02-05,207.13820535102616,190.09939441310615,224.17701628894616
2025-02-06,207.28070212754633,190.08954008767807,224.4718641674146
2025-02-07,207.02701561861738,189.68484170912558,224.3691895281092
2025-02-10,207.0732674122604,189.58138608468283,224.56514873983798
2025-02-11,207.01012689953347,189.3698093092086,224.65044448985836
2025-02-12,206.7752184416461,188.987703844699,224.5627330385932
2025-02-13,206.8379663236416,188.9044633929171,224.7714692543661
2025-02-14,206.9098521513019,188.83154021720475,224.98816408539903
2025-02-17,207.16029110932902,188.93832133100398,225.38226088765407
2025-02-18,207.32011596113898,188.95561243295003,225.68461948932793
2025-02-19,207.27248585743848,188.76654665528523,225.77842505959174
2025-02-20,207.2466301562433,188.59646777562256,225.89679253686404
2025-02-21,207.24051345418675,188.44729133163503,226.03373557673848
2025-02-24,207.29246212715995,188.35731147432494,226.22761277999496
2025-02-25,207.40873619914325,188.33275777256105,226.48471462572545
2025-02-26,207.51345916677553,188.2977248917457,226.72919344180536
2025-02-27,207.67437593623208,188.3199303995807,227.02882147288346
2025-02-28,207.56498766165572,188.07284948650297,227.05712583680847
2025-03-03,207.46545353637504,187.83661665055513,227.09429042219494
2025-03-04,207.6113735158688,187.84680832435828,227.3759387073793
2025-03-05,207.5162601099219,187.61691458049455,227.41560563934922
2025-03-06,207.47251386171942,187.43931453204354,227.5057131913953
2025-03-07,207.8585540587365,187.69240697224492,228.02470114522808
2025-03-10,208.150722867245,187.85251444432652,228.4489312901635
2025-03-11,208.16949919858885,187.74009704895786,228.59890134821984
2025-03-12,208.2508981231842,187.69115180467287,228.8106444416955
2025-03-13,208.54789775768756,187.85863948616168,229.23715602921345
2025-03-14,208.38742399955495,187.56946931417303,229.20537868493687
2025-03-17,208.4060229000162,187.46017128762347,229.35187451240895
2025-03-18,208.4407009613908,187.3677364434588,229.5136654793228
2025-03-19,208.52705959590105,187.3277512810856,229.7263679107165
2025-03-20,208.67545753302934,187.35056013811732,230.00035492794137
2025-03-21,208.44033774640485,186.9905920881514,229.8900834046583
2025-03-24,208.48859918983848,186.91473264995642,230.06246572972054
2025-03-25,208.41897757949897,186.7217045448473,230.11625061415063
2025-03-26,208.18725537182743,186.36727765165406,230.0072330920008
2025-03-27,208.25982774769312,186.3178349696155,230.20182052577076
2025-03-28,208.3345561407552,186.27122612700845,230.39788615450198
2025-03-31,208.57614002312354,186.3921391484678,230.76014089777928
2025-04-01,208.72241963004495,186.41840316260027,231.02643609748964
2025-04-02,208.6790924168719,186.25570484304188,231.1024799907019
