,Forecast,Lower CI,Upper CI
2024-11-28,569.0880411418002,559.1300137647942,579.0460685188062
2024-11-29,569.0211985574474,555.2759754344291,582.7664216804657
2024-12-02,568.981296006965,552.4490482575206,585.5135437564093
2024-12-03,568.957475660244,550.1276022438432,587.7873490766448
2024-12-04,568.9432557943195,548.1113145334712,589.7751970551678
2024-12-05,568.9347670603275,546.3010502713294,591.5684838493257
2024-12-06,568.929699600116,544.640746811855,593.218652388377
2024-12-09,568.9266745138051,543.095758828176,594.7575901994342
2024-12-10,568.9248686491695,541.6431945795171,596.206542718822
2024-12-11,568.9237906147774,540.2670903738587,597.5804908556962
2024-12-12,568.9231470681198,538.9558050599381,598.8904890763014
2024-12-13,568.9227628945687,537.7005271053122,600.1449986838252
2024-12-16,568.9225335571685,536.4943765796062,601.3506905347309
2024-12-17,568.9223966512234,535.3318418014984,602.5129515009484
2024-12-18,568.922314923438,534.2084123683735,603.6362174785024
2024-12-19,568.922266134973,533.1203317587953,604.7242005111508
2024-12-20,568.922237010064,532.0644252216491,605.7800487984789
2024-12-23,568.9222196235706,531.0379765665888,606.8064626805525
2024-12-24,568.9222092444771,530.0386376579478,607.8057808310065
2024-12-25,568.9222030485422,529.0643603856486,608.7800457114358
2024-12-26,568.9221993497982,528.1133444823133,609.7310542172831
2024-12-27,568.9221971417849,527.1839967764272,610.6603975071425
2024-12-30,568.9221958236826,526.2748988764613,611.5694927709039
2024-12-31,568.9221950368243,525.3847811909048,612.4596088827437
2025-01-01,568.9221945670989,524.5125017920707,613.3318873421272
2025-01-02,568.9221942866903,523.6570290397619,614.1873595336187
2025-01-03,568.9221941192967,522.8174271630952,615.0269610754982
2025-01-06,568.9221940193689,521.9928441977411,615.8515438409968
2025-01-07,568.9221939597157,521.1825018187005,616.661886100731
2025-01-08,568.922193924105,520.3856867130794,617.4587011351307
2025-01-09,568.9221939028467,519.6017432147197,618.2426445909738
2025-01-10,568.9221938901563,518.830066980767,619.0143207995457
2025-01-13,568.9221938825806,518.0700995346278,619.7742882305333
2025-01-14,568.9221938780581,517.3213235339748,620.5230642221414
2025-01-15,568.9221938753584,516.5832586490977,621.2611291016191
2025-01-16,568.9221938737468,515.8554579578611,621.9889297896325
2025-01-17,568.9221938727846,515.137504780143,622.7068829654263
2025-01-20,568.9221938722103,514.4290098879252,623.4153778564954
2025-01-21,568.9221938718674,513.7296090378995,624.1147787058353
2025-01-22,568.9221938716628,513.0389607821359,624.8054269611897
2025-01-23,568.9221938715406,512.3567445194266,625.4876432236546
2025-01-24,568.9221938714676,511.6826587557321,626.1617289872031
2025-01-27,568.922193871424,511.0164195469325,626.8279681959156
2025-01-28,568.922193871398,510.3577591010609,627.4866286417351
2025-01-29,568.9221938713825,509.70642452049736,628.1379632222678
2025-01-30,568.9221938713733,509.06217666736455,628.7822110753821
2025-01-31,568.9221938713678,508.4247891376892,629.4195986050464
2025-02-03,568.9221938713645,507.7940473318497,630.0503404108792
2025-02-04,568.9221938713625,507.1697476104895,630.6746401322356
2025-02-05,568.9221938713614,506.55169652648294,631.2926912162399
2025-02-06,568.9221938713607,505.93971012474367,631.9046776179778
2025-02-07,568.9221938713603,505.3336133026904,632.5107744400301
2025-02-10,568.92219387136,504.7332392250697,633.1111485176503
2025-02-11,568.9221938713599,504.13842878759226,633.7059589551276
2025-02-12,568.9221938713598,503.54903012449756,634.295357618222
2025-02-13,568.9221938713598,502.9648981557278,634.8794895869919
2025-02-14,568.9221938713598,502.3858941698841,635.4584935728356
2025-02-17,568.9221938713598,501.8118854395708,636.0325023031488
2025-02-18,568.9221938713598,501.24274486610335,636.6016428766162
2025-02-19,568.9221938713598,500.6783506508878,637.1660370918319
2025-02-20,568.9221938713598,500.1185859910631,637.7258017516565
2025-02-21,568.9221938713598,499.56333879725355,638.2810489454661
2025-02-24,568.9221938713598,499.0125014314976,638.831886311222
2025-02-25,568.9221938713598,498.4659704636197,639.3784172791
2025-02-26,568.9221938713598,497.92364644448185,639.9207412982378
2025-02-27,568.9221938713598,497.38543369470733,640.4589540480123
2025-02-28,568.9221938713598,496.8512401076059,640.9931476351137
2025-03-03,568.9221938713598,496.32097696515086,641.5234107775688
2025-03-04,568.9221938713598,495.79455876596575,642.0498289767538
2025-03-05,568.9221938713598,495.27190306437853,642.5724846783411
2025-03-06,568.9221938713598,494.7529303196825,643.0914574230371
2025-03-07,568.9221938713598,494.2375637548263,643.6068239878933
2025-03-10,568.9221938713598,493.72572922382017,644.1186585188995
2025-03-11,568.9221938713598,493.21735508721116,644.6270326555084
2025-03-12,568.9221938713598,492.712372095035,645.1320156476846
2025-03-13,568.9221938713598,492.21071327670273,645.6336744660168
2025-03-14,568.9221938713598,491.71231383732726,646.1320739053924
2025-03-17,568.9221938713598,491.2171110600343,646.6272766826853
2025-03-18,568.9221938713598,490.7250442138422,647.1193435288775
2025-03-19,568.9221938713598,490.236054466726,647.6083332759936
2025-03-20,568.9221938713598,489.75008480351494,648.0943029392047
2025-03-21,568.9221938713598,489.26707994829786,648.5773077944218
2025-03-24,568.9221938713598,488.7869862910382,649.0574014516814
2025-03-25,568.9221938713598,488.30975181812283,649.5346359245967
2025-03-26,568.9221938713598,487.83532604658967,650.00906169613
2025-03-27,568.9221938713598,487.3636599617989,650.4807277809207
2025-03-28,568.9221938713598,486.89470595833,650.9496817843897
2025-03-31,568.9221938713598,486.4284177839027,651.415969958817
2025-04-01,568.9221938713598,485.96475048613513,651.8796372565845
2025-04-02,568.9221938713598,485.50366036196505,652.3407273807545
