,Forecast,Lower CI,Upper CI
2024-11-28,423.0814194412622,419.4525679204271,426.7102709620973
2024-11-29,423.108516206941,418.19751863897363,428.0195137749083
2024-12-02,423.1165468432688,417.2472341236683,428.9858595628693
2024-12-03,423.11892687343897,416.44060783453847,429.79724591233946
2024-12-04,423.11963224015955,415.72381798972197,430.5154464905971
2024-12-05,423.1198412888585,415.0712070145618,431.16847556315514
2024-12-06,423.11990324437363,414.46783327187006,431.7719732168772
2024-12-09,423.1199216060562,413.90391706135233,432.3359261507601
2024-12-10,423.11992704788634,413.3725809018094,432.8672731939633
2024-12-11,423.1199286606751,412.86875052610196,433.37110679524824
2024-12-12,423.1199291386554,412.38854928419795,433.8513089931128
2024-12-13,423.11992928031384,411.9289345346166,434.3109240260111
2024-12-16,423.11992932229697,411.48746569375106,434.7523929508429
2024-12-17,423.1199293347395,411.0621494475387,435.1777092219403
2024-12-18,423.119929338427,410.65133273453586,435.5885259423182
2024-12-19,423.1199293395199,410.25362658188806,435.98623209715174
2024-12-20,423.1199293398438,409.86785055924304,436.37200812044455
2024-12-23,423.1199293399398,409.4929914096394,436.7468672702402
2024-12-24,423.1199293399682,409.1281716697133,437.11168701022314
2024-12-25,423.11992933997664,408.77262548003887,437.4672331999144
2024-12-26,423.11992933997914,408.42567966891926,437.814179011039
2024-12-27,423.1199293399799,408.0867387690649,438.1531199108949
2024-12-30,423.1199293399801,407.75527301165846,438.48458566830175
2024-12-31,423.11992933998016,407.4308086051073,438.809050074853
2025-01-01,423.11992933998016,407.11291978855553,439.1269388914048
2025-01-02,423.11992933998016,406.8012222795118,439.4386364004485
2025-01-03,423.11992933998016,406.4953678278271,439.7444908521332
2025-01-06,423.11992933998016,406.19503965592787,440.04481902403245
2025-01-07,423.11992933998016,405.89994861515584,440.3399100648045
2025-01-08,423.11992933998016,405.6098299253766,440.63002875458375
2025-01-09,423.11992933998016,405.32444039319137,440.91541828676895
2025-01-10,423.11992933998016,405.0435560255882,441.1963026543721
2025-01-13,423.11992933998016,404.766969972422,441.47288870753835
2025-01-14,423.11992933998016,404.494490743984,441.74536793597633
2025-01-15,423.11992933998016,404.2259406600004,442.01391801995993
2025-01-16,423.11992933998016,403.96115449435956,442.27870418560076
2025-01-17,423.11992933998016,403.6999782862014,442.53988039375895
2025-01-20,423.11992933998016,403.4422682930685,442.79759038689184
2025-01-21,423.11992933998016,403.18789006590873,443.0519686140516
2025-01-22,423.11992933998016,402.9367176290283,443.303141050932
2025-01-23,423.11992933998016,402.688632750799,443.5512259291613
2025-01-24,423.11992933998016,402.4435242931383,443.796334386822
2025-01-27,423.11992933998016,402.201287629605,444.0385710503553
2025-01-28,423.11992933998016,401.9618241234673,444.278034556493
2025-01-29,423.11992933998016,401.7250406583579,444.5148180216024
2025-01-30,423.11992933998016,401.49084921518084,444.7490094647795
2025-01-31,423.11992933998016,401.2591664898194,444.9806921901409
2025-02-03,423.11992933998016,401.0299135469358,445.2099451330245
2025-02-04,423.11992933998016,400.8030155057841,445.4368431741762
2025-02-05,423.11992933998016,400.5784012544907,445.6614574254696
2025-02-06,423.11992933998016,400.3560031897114,445.88385549024895
2025-02-07,423.11992933998016,400.1357569789646,446.1041017009957
2025-02-10,423.11992933998016,399.9176013432715,446.32225733668884
2025-02-11,423.11992933998016,399.7014778580219,446.5383808219384
2025-02-12,423.11992933998016,399.4873307702331,446.75252790972723
2025-02-13,423.11992933998016,399.27510683058006,446.96475184938026
2025-02-14,423.11992933998016,399.0647551387657,447.17510354119463
2025-02-17,423.11992933998016,398.85622700095627,447.38363167900405
2025-02-18,423.11992933998016,398.64947579815276,447.59038288180756
2025-02-19,423.11992933998016,398.44445686448915,447.79540181547117
2025-02-20,423.11992933998016,398.241127374558,447.9987313054023
2025-02-21,423.11992933998016,398.0394462389577,448.20041244100264
2025-02-24,423.11992933998016,397.8393740073405,448.4004846726198
2025-02-25,423.11992933998016,397.640872778313,448.5989859016473
2025-02-26,423.11992933998016,397.4439061156057,448.7959525643546
2025-02-27,423.11992933998016,397.248438969988,448.9914197099723
2025-02-28,423.11992933998016,397.0544376064529,449.1854210735074
2025-03-03,423.11992933998016,396.8618695362445,449.3779891437158
2025-03-04,423.11992933998016,396.67070345333957,449.56915522662075
2025-03-05,423.11992933998016,396.4809091750319,449.7589495049284
2025-03-06,423.11992933998016,396.29245758630015,449.9474010936602
2025-03-07,423.11992933998016,396.1053205876684,450.1345380922919
2025-03-10,423.11992933998016,395.9194710462958,450.3203876336645
2025-03-11,423.11992933998016,395.73488275005377,450.50497592990655
2025-03-12,423.11992933998016,395.5515303643701,450.68832831559024
2025-03-13,423.11992933998016,395.3693893916404,450.8704692883199
2025-03-14,423.11992933998016,395.18843613302147,451.05142254693885
2025-03-17,423.11992933998016,395.0086476524377,451.23121102752265
2025-03-18,423.11992933998016,394.8300017426472,451.4098569373131
2025-03-19,423.11992933998016,394.65247689322405,451.5873817867363
2025-03-20,423.11992933998016,394.4760522603266,451.76380641963374
2025-03-21,423.11992933998016,394.3007076381319,451.93915104182844
2025-03-24,423.11992933998016,394.1264234318244,452.11343524813594
2025-03-25,423.11992933998016,393.953180632038,452.2866780479223
2025-03-26,423.11992933998016,393.78096079065614,452.4588978893042
2025-03-27,423.11992933998016,393.6097459978827,452.6301126820776
2025-03-28,423.11992933998016,393.4395188605042,452.8003398194561
2025-03-31,423.11992933998016,393.2702624812669,452.9695961986934
2025-04-01,423.11992933998016,393.1019604393009,453.1378982406594
2025-04-02,423.11992933998016,392.9345967715269,453.3052619084334
