,Forecast,Lower CI,Upper CI
2024-11-28,333.19194307689384,323.33302798909915,343.0508581646885
2024-11-29,333.01317198702463,319.2477202307955,346.7786237432538
2024-12-02,333.1190219155538,316.2469082809131,349.9911355501945
2024-12-03,333.0563484297132,313.61074284478144,352.5019540146449
2024-12-04,333.0934572486042,311.3538667291827,354.83304776802566
2024-12-05,333.0714852069822,309.2705092473011,356.87246116666324
2024-12-06,333.0844947995121,307.380038634122,358.78895096490214
2024-12-09,333.0767918513425,305.60424484992905,360.5493388527559
2024-12-10,333.08135274826276,303.945680129175,362.2170253673505
2024-12-11,333.07865225226317,302.37099700901217,363.78630749551417
2024-12-12,333.08025120939186,300.8765787520808,365.28392366670295
2024-12-13,333.0793044707558,299.4464776653364,366.7121312761752
2024-12-16,333.079865032405,298.0759666932987,368.0837633715113
2024-12-17,333.0795331252127,296.75640446689056,369.4026617835349
2024-12-18,333.07972964665595,295.4835618853062,370.6758974080057
2024-12-19,333.0796132867863,294.25216422426246,371.90706234931014
2024-12-20,333.0796821831828,293.0587919311761,373.1005724351895
2024-12-23,333.0796413897936,291.89989641701607,374.25938636257115
2024-12-24,333.07966554346035,290.77278907520724,375.38654201171346
2024-12-25,333.07965124213285,289.67490719738475,376.48439528688095
2024-12-26,333.07965970991415,288.60413783080253,377.5551815890258
2024-12-27,333.0796546961614,287.5585370688849,378.6007723234379
2024-12-30,333.07965766479225,286.53642684766515,379.62288848191935
2024-12-31,333.0796559070731,285.53628127240296,380.6230305417433
2025-01-01,333.0796569478143,284.55674857567567,381.602565319953
2025-01-02,333.079656331594,283.5966007947223,382.56271186846567
2025-01-03,333.07965669645654,282.65473286285476,383.5045805300583
2025-01-06,333.0796564804223,281.7301375335839,384.42917542726065
2025-01-07,333.07965660833565,280.82189879172523,385.3374144249461
2025-01-08,333.07965653259845,279.9291776458133,386.2301354193836
2025-01-09,333.0796565774423,279.05120517452934,387.1081079803552
2025-01-10,333.0796565508904,278.1872735148752,387.97203958690557
2025-01-13,333.0796565666117,277.3367299285302,388.82258320469316
2025-01-14,333.0796565573031,276.4989705882401,389.6603425263661
2025-01-15,333.0796565628147,275.6734358247123,390.4858773009171
2025-01-16,333.0796565595513,274.85960559732314,391.2997075217795
2025-01-17,333.07965656148355,274.0569957547219,392.10231736824517
2025-01-20,333.07965656033946,273.2651546118629,392.894158508816
2025-01-21,333.07965656101686,272.4836600101132,393.6756531119205
2025-01-22,333.0796565606158,271.71211666663794,394.4471964545936
2025-01-23,333.07965656085327,270.9501538484759,395.2091592732306
2025-01-24,333.07965656071264,270.19742328348406,395.9618898379412
2025-01-27,333.0796565607959,269.4535973037701,396.7057158178217
2025-01-28,333.0796565607466,268.71836717633494,397.4409459451583
2025-01-29,333.0796565607758,267.9914416069902,398.1678715145614
2025-01-30,333.0796565607585,267.2725453909469,398.8867677305701
2025-01-31,333.07965656076874,266.5614181959265,399.597894925611
2025-02-03,333.07965656076266,265.85781346041443,400.3014996611109
2025-02-04,333.07965656076624,265.1614973950925,400.99781572643997
2025-02-05,333.07965656076414,264.4722480752391,401.68706504628915
2025-02-06,333.0796565607654,263.7898546145509,402.36945850697987
2025-02-07,333.07965656076465,263.1141164114058,403.0451967101235
2025-02-10,333.0796565607651,262.4448424600862,403.714470661444
2025-02-11,333.0796565607648,261.7818507201684,404.37746240136124
2025-02-12,333.079656560765,261.12496753823285,405.0343455832971
2025-02-13,333.0796565607649,260.47402711665615,405.6852860048736
2025-02-14,333.07965656076493,259.8288710249009,406.330442096629
2025-02-17,333.0796565607649,259.18934774920916,406.9699653723206
2025-02-18,333.0796565607649,258.5553122770813,407.6040008444484
2025-02-19,333.0796565607649,257.92662571330726,408.2326874082225
2025-02-20,333.0796565607649,257.3031549246717,408.8561581968581
2025-02-21,333.0796565607649,256.6847722107591,409.47454091077066
2025-02-24,333.0796565607649,256.07135499855224,410.0879581229775
2025-02-25,333.0796565607649,255.46278555875526,410.69652756277446
2025-02-26,333.0796565607649,254.8589507419823,411.30036237954744
2025-02-27,333.0796565607649,254.25974173313745,411.8995713883923
2025-02-28,333.0796565607649,253.66505382247522,412.49425929905453
2025-03-03,333.0796565607649,253.07478619197866,413.0845269295511
2025-03-04,333.0796565607649,252.48884171581986,413.6704714057099
2025-03-05,333.0796565607649,251.90712677378502,414.2521863477447
2025-03-06,333.0796565607649,251.32955107664912,414.8297620448806
2025-03-07,333.0796565607649,250.75602750257787,415.4032856189519
2025-03-10,333.0796565607649,250.18647194371752,415.97284117781226
2025-03-11,333.0796565607649,249.62080316220795,416.5385099593218
2025-03-12,333.0796565607649,249.05894265492054,417.1003704666092
2025-03-13,333.0796565607649,248.50081452628405,417.6584985952457
2025-03-14,333.0796565607649,247.94634536861412,418.21296775291563
2025-03-17,333.0796565607649,247.39546414941339,418.76384897211636
2025-03-18,333.0796565607649,246.84810210515144,419.3112110163783
2025-03-19,333.0796565607649,246.3041926410753,419.85512048045445
2025-03-20,333.0796565607649,245.76367123663726,420.3956418848925
2025-03-21,333.0796565607649,245.2264753561597,420.93283776537004
2025-03-24,333.0796565607649,244.6925443643869,421.46676875714286
2025-03-25,333.0796565607649,244.16181944660067,421.99749367492905
2025-03-26,333.0796565607649,243.63424353300275,422.525069588527
2025-03-27,333.0796565607649,243.1097612270874,423.04955189444235
2025-03-28,333.0796565607649,242.58831873775114,423.5709943837786
2025-03-31,333.0796565607649,242.0698638149031,424.08944930662665
2025-04-01,333.0796565607649,241.55434568835844,424.6049674331713
2025-04-02,333.0796565607649,241.04171500981232,425.1175981117174
