,Forecast,Lower CI,Upper CI
2024-11-28,135.56608457827173,134.1425612203428,136.98960793620066
2024-11-29,135.40879693811183,133.47593381360926,137.3416600626144
2024-12-02,135.5182205936959,133.13849374421468,137.89794744317712
2024-12-03,135.4420954996376,132.7149213606086,138.16926963866658
2024-12-04,135.49505507144548,132.442602834679,138.54750730821195
2024-12-05,135.45821155380168,132.12299678505207,138.79342632255128
2024-12-06,135.48384327146914,131.88092345529404,139.08676308764424
2024-12-09,135.46601150640979,131.61858078539555,139.31344222742402
2024-12-10,135.47841691166812,131.3980735534602,139.55876026987605
2024-12-11,135.4697865781531,131.17113341879232,139.7684397375139
2024-12-12,135.47579062679395,130.96805990212764,139.98352135146027
2024-12-13,135.47161366190392,130.76496931879217,140.17825800501566
2024-12-16,135.47451954037632,130.57644088733608,140.37259819341656
2024-12-17,135.47249794576908,130.39058827687916,140.554407614659
2024-12-18,135.47390435171303,130.21431797286803,140.73349073055803
2024-12-19,135.47292592721973,130.04165207711011,140.90419977732935
2024-12-20,135.4736066087066,129.87578710294625,141.07142611446696
2024-12-23,135.47313306446304,129.71366398866485,141.23260214026124
2024-12-24,135.47346250511177,129.55670296261638,141.39022204760715
2024-12-25,135.47323331609192,129.40329553100736,141.54317110117648
2024-12-26,135.47339276091762,129.2540226386439,141.69276288319134
2024-12-27,135.47328183652664,129.1080039202813,141.83855975277197
2024-12-30,135.47335900566938,128.9654318805252,141.98128613081357
2024-12-31,135.47330531976192,128.82579746733825,142.1208131721856
2025-01-01,135.47334266858502,128.6891197580078,142.25756557916225
2025-01-02,135.4733166853307,128.5550836446642,142.3915497259972
2025-01-03,135.4733347616568,128.42363601283807,142.5230335104755
2025-01-06,135.47332218611254,128.2945666288306,142.65207774339447
2025-01-07,135.4733309348103,128.16779688558555,142.77886498403504
2025-01-08,135.47332484841667,128.0431759959935,142.90347370083984
2025-01-09,135.47332908266824,127.92062065062944,143.02603751470704
2025-01-10,135.47332613693592,127.80001580434295,143.1466364695289
2025-01-13,135.4733281862565,127.68128209050438,143.26537428200862
2025-01-14,135.47332676056183,127.56432743030427,143.3823260908194
2025-01-15,135.47332775240534,127.4490794738017,143.49757603100898
2025-01-16,135.47332706238836,127.33546191925674,143.61119220551998
2025-01-17,135.47332754242723,127.22341004595182,143.72324503890263
2025-01-20,135.47332720846833,127.11285906117965,143.83379535575702
2025-01-21,135.47332744080066,127.00375147446663,143.94290340713468
2025-01-22,135.47332727916907,126.89603131050673,144.0506232478314
2025-01-23,135.4733273916148,126.78964755853887,144.15700722469072
2025-01-24,135.47332731338727,126.68455125546492,144.26210337130962
2025-01-27,135.47332736780947,126.5806970562507,144.36595767936825
2025-01-28,135.4733273299484,126.47804172891804,144.46861293097876
2025-01-29,135.47332735628802,126.37654483262537,144.57010987995068
2025-01-30,135.47332733796378,126.27616791317999,144.67048676274757
2025-01-31,135.4733273507118,126.17687476316792,144.76977993825568
2025-02-03,135.47332734184312,126.07863096983183,144.8680237138544
2025-02-04,135.473327348013,125.98140398420267,144.9652507118233
2025-02-05,135.47332734372065,125.88516285003195,145.06149183740936
2025-02-06,135.47332734670678,125.78987818963535,145.15677650377822
2025-02-07,135.47332734462935,125.69552202886504,145.25113266039367
2025-02-10,135.4733273460746,125.60206775009193,145.34458694205725
2025-02-11,135.47332734506915,125.5094899704649,145.4371647196734
2025-02-12,135.47332734576864,125.41776448508105,145.52889020645623
2025-02-13,135.473327345282,125.32686817658941,145.6197865139746
2025-02-14,135.47332734562053,125.23677895862363,145.70987573261743
2025-02-17,135.473327345385,125.1474757051453,145.7991789856247
2025-02-18,135.47332734554885,125.05893819814895,145.88771649294875
2025-02-19,135.47332734543485,124.9711470703447,145.975507620525
2025-02-20,135.47332734551415,124.88408375837994,146.06257093264836
2025-02-21,135.47332734545898,124.79773045513369,146.14892423578428
2025-02-24,135.47332734549735,124.71207006849389,146.23458462250082
2025-02-25,135.47332734547066,124.62708618094996,146.31956850999137
2025-02-26,135.47332734548925,124.5427630134859,146.40389167749262
2025-02-27,135.47332734547632,124.45908539093588,146.48756930001676
2025-02-28,135.4733273454853,124.3760387104055,146.57061598056512
2025-03-03,135.47332734547905,124.29360891130676,146.65304577965134
2025-03-04,135.4733273454834,124.21178244771379,146.734872243253
2025-03-05,135.47332734548036,124.13054626227225,146.81610842868847
2025-03-06,135.47332734548246,124.04988776194674,146.89676692901818
2025-03-07,135.47332734548098,123.96979479518171,146.97685989578025
2025-03-10,135.473327345482,123.8902556305654,147.0563990603986
2025-03-11,135.4733273454813,123.81125893674668,147.1353957542159
2025-03-12,135.47332734548178,123.73279376360776,147.2138609273558
2025-03-13,135.47332734548144,123.65484952453441,147.29180516642845
2025-03-14,135.47332734548166,123.57741597975091,147.36923871121243
2025-03-17,135.4733273454815,123.50048322061177,147.44617147035123
2025-03-18,135.4733273454816,123.42404165480546,147.52261303615776
2025-03-19,135.47332734548152,123.34808199239122,147.59857269857184
2025-03-20,135.47332734548158,123.27259523262279,147.67405945834037
2025-03-21,135.47332734548155,123.19757265149842,147.7490820394647
2025-03-24,135.47332734548158,123.12300578999347,147.8236489009697
2025-03-25,135.47332734548155,123.04888644292744,147.89776824803567
2025-03-26,135.47332734548155,122.97520664842612,147.97144804253696
2025-03-27,135.47332734548155,122.901958677939,148.0446960130241
2025-03-28,135.47332734548155,122.82913502677745,148.11751966418566
2025-03-31,135.47332734548155,122.75672840514058,148.18992628582254
2025-04-01,135.47332734548155,122.68473172959837,148.26192296136475
2025-04-02,135.47332734548155,122.61313811500395,148.33351657595915
