,Forecast,Lower CI,Upper CI
2024-11-28,234.80667157693182,232.9790322807548,236.63431087310883
2024-11-29,234.7742993945781,232.21900637664703,237.32959241250916
2024-12-02,234.75589159185623,231.65194745028455,237.8598357334279
2024-12-03,234.74542435806444,231.18284405397114,238.30800466215774
2024-12-04,234.73947237211004,230.77428940060423,238.70465534361585
2024-12-05,234.73608789274272,230.40732590620996,239.06484987927547
2024-12-06,234.73416337533362,230.07100324857075,239.3973235020965
2024-12-09,234.73306903648387,229.7584286474164,239.70770942555134
2024-12-10,234.73244676229064,229.46497596464346,239.9999175599378
2024-12-11,234.73209291834948,229.1873775723144,240.27680826438456
2024-12-12,234.73189171197444,228.92322675514097,240.5405566688079
2024-12-13,234.73177729993952,228.6706884906437,240.79286610923535
2024-12-16,234.73171224179347,228.42832301183492,241.03510147175203
2024-12-17,234.73167524776247,228.1949735798393,241.26837691568562
2024-12-18,234.7316542118367,227.9696923956858,241.49361602798763
2024-12-19,234.7316422501726,227.75169002553625,241.71159447480895
2024-12-20,234.73163544840833,227.5402998201113,241.92297107670535
2024-12-23,234.7316315807193,227.3349521976278,242.12831096381078
2024-12-24,234.73162938143423,227.13515560434698,242.3281031585215
2024-12-25,234.73162813085418,226.94048211711714,242.5227741445912
2024-12-26,234.7316274197365,226.75055635182358,242.71269848764942
2024-12-27,234.73162701537348,226.56504677834323,242.89820725240372
2024-12-30,234.73162678544043,226.38365882208822,243.07959474879263
2024-12-31,234.73162665469354,226.20612931540575,243.25712399398134
2025-01-01,234.7316265803469,226.03222198491466,243.43103117577914
2025-01-02,234.73162653807114,225.86172374497698,243.6015293311653
2025-01-03,234.73162651403186,225.69444162627894,243.76881140178477
2025-01-06,234.7316265003624,225.53020021033342,243.9330527903914
2025-01-07,234.73162649258956,225.36883947100722,244.0944135141719
2025-01-08,234.73162648816967,225.2102129464505,244.25304002988884
2025-01-09,234.7316264856564,225.05418618141655,244.40906678989623
2025-01-10,234.73162648422726,224.90063539250963,244.5626175759449
2025-01-13,234.73162648341463,224.74944631848544,244.71380664834382
2025-01-14,234.73162648295252,224.6005132251355,244.86273974076954
2025-01-15,234.73162648268976,224.4537380400596,245.00951492531993
2025-01-16,234.73162648254035,224.30902959717062,245.15422336791008
2025-01-17,234.7316264824554,224.16630297437922,245.29694999053157
2025-01-20,234.73162648240708,224.02547891077893,245.43777405403523
2025-01-21,234.7316264823796,223.8864832919681,245.5767696727911
2025-01-22,234.73162648236396,223.74924669401622,245.7140062707117
2025-01-23,234.73162648235507,223.61370397810776,245.84954898660237
2025-01-24,234.73162648235,223.4797939291449,245.98345903555511
2025-01-27,234.73162648234714,223.34745893261953,246.11579403207475
2025-01-28,234.73162648234552,223.21664468491448,246.24660827977655
2025-01-29,234.73162648234458,223.08729993290166,246.3759530317875
2025-01-30,234.73162648234404,222.9593762392957,246.5038767253924
2025-01-31,234.73162648234373,222.83282777071565,246.6304251939718
2025-02-03,234.73162648234356,222.707611105826,246.7556418588611
2025-02-04,234.73162648234347,222.5836850612788,246.87956790340814
2025-02-05,234.73162648234342,222.46101053347977,247.00224243120707
2025-02-06,234.7316264823434,222.33955035445447,247.1237026102323
2025-02-07,234.73162648234336,222.2192691603084,247.24398380437833
2025-02-10,234.73162648234336,222.10013327096212,247.3631196937246
2025-02-11,234.73162648234336,221.9821105800019,247.48114238468483
2025-02-12,234.73162648234336,221.8651704536249,247.59808251106182
2025-02-13,234.73162648234336,221.74928363777815,247.71396932690857
2025-02-14,234.73162648234336,221.63442217269312,247.8288307919936
2025-02-17,234.73162648234336,221.52055931410865,247.94269365057806
